MetaCycId	Uniprot	lSpecies	lCatalyzes	Names	lGenes	Locations	Component_of	Components	Go_terms	modified_form	component_coefficients	appears_in_left_side_of	isozyme_sequence_similarity
|MONOMER-3762|	Q82T63	['|TAX-915|']	[]	['AmoC', 'ammonia monooxygenase &gamma; subunit', 'Protein', 'a protein']	['|G-15275|', '|G-2863|']	[]	['|CPLX-3121|']	[]	[]	[]	[]	[]	[]
|CPLX3O-25|		['|TAX-4932|']	['|ENZRXN3O-1563|']	['Protein', 'thiamine pyrophosphokinase', 'a protein']	[]	[]	[]	['|YOR143C-MONOMER|']	[]	[]	[]	[]	[]
|HS01024-MONOMER|	Q9UM21	['|TAX-9606|']	['|ENZRXN66-630|']	['<i>N</i>-acetylglucosaminyltransferase IVa', '<i>N</i>-glycosyl-oligosaccharide-glycoprotein <i>N</i>-acetylglucosaminyltransferase IVa', 'UDP-<i>N</i>-acetylglucosamine: &alpha;-1,3-D-mannoside &beta;-1,4-<i>N</i>-acetylglucosaminyltransferase IVa', 'GnT-IVa', '&alpha;-1,3-mannosyl-glycoprotein 4-&beta;-<em>N</em>-acetylglucosaminyltransferase A', 'Protein', 'GlcNAc-T IVa', 'a protein']	['|HS01024|']	[]	[]	[]	['|GO:0016020|', '|GO:0016758|', '|GO:0006491|', '|GO:0008454|']	[]	[]	[]	[]
|CPLX-7906|		['|TAX-920|']	['|ENZRXN-16871|']	['tetrathionate hydrolase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-15073|']	[]	[]	[]	[]	[]
|MONOMER-13874|	Q63159	['|TAX-10116|']	['|ENZRXN-14835|', '|ENZRXN-14834|']	['Protein', 'a protein']	['|G-10586|']	[]	[]	[]	['|GO:0005743|']	[]	[]	[]	[]
|FRUCBISALD-CLASSII|		['|TAX-511145|']	['|F16ALDOLASE-ENZRXN-CLASSII|', '|ENZRXN0-7406|']	['fructose-bisphosphate aldolase class II', 'Protein', 'a protein']	[]	[]	[]	['|FRUCTBISALD-CLASSII-MONOMER|']	[]	[]	[]	[]	[]
|EG10833-MONOMER|	P15043	['|TAX-511145|']	['|ENZRXN0-8547|']	['ATP-dependent DNA helicase RecQ', 'RecQ', 'Protein', 'a protein']	['|EG10833|']	[]	[]	[]	['|GO:0043138|', '|GO:0032508|', '|GO:0005694|', '|GO:0003678|', '|GO:0009378|', '|GO:0005829|', '|GO:0044237|', '|GO:0016887|', '|GO:0016787|', '|GO:0008094|', '|GO:0004386|', '|GO:0003824|', '|GO:0003676|', '|GO:0006974|', '|GO:0006260|', '|GO:0000166|', '|GO:0046914|', '|GO:0043590|', '|GO:0030894|', '|GO:0017117|', '|GO:0017116|', '|GO:0008270|', '|GO:0005515|', '|GO:0009432|', '|GO:0005524|', '|GO:0003677|', '|GO:0006281|', '|GO:0006310|', '|GO:0005737|']	[]	[]	[]	[]
|CPLX-8354|		['|TAX-224308|']	['|ENZRXN8J2-1917|']	['phosphomethylpyrimidine synthase', 'Protein', 'a protein']	[]	[]	[]	['|BSU08790-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-10142|	Q84TC2	['|TAX-4577|']	['|ENZRXN-10282|']	['1-aminocyclopropane-1-carboxylate oxidase', 'Protein', 'a protein', 'DIMBOA-glucoside dioxygenase']	['|G-7822|']	[]	[]	[]	['|GO:0005829|']	[]	[]	[]	[]
|CPLX-1661|		['|TAX-54256|']	[]	['Protein', 'hydrogenase-sulfur reductase complex', 'a protein']	[]	[]	['|CPLX-1662|']	['|MONOMER-106|', '|MONOMER-108|']	[]	[]	[]	[]	[]
|MONOMER-20764|	Q9X5T6	['|TAX-1914|']	['|ENZRXN-26884|', '|ENZRXN-26883|']	['MmcR', 'mitomycin 6-<em>O</em>-methyltransferase', 'Protein', 'a protein']	['|G-63021|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8801|		['|TAX-54571|']	[]	['narbonolide/10-deoxymethynolide desosaminyltransferase dimer', 'Protein', 'a protein']	[]	[]	['|CPLX-8802|']	['|MONOMER-18407|', '|MONOMER-18406|']	[]	[]	[]	[]	[]
|MONOMER-16891|	P22637	['|TAX-43767|']	['|ENZRXN-19767|', '|ENZRXN-19766|', '|ENZRXN-19660|']	['ChoB', 'cholesterol oxidase', 'ChoE', 'Protein', 'a protein', 'CHOD']	['|G-14711|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-462|		['|TAX-303|']	['|ENZRXN-583|']	['Protein', 'a protein', 'methionine &gamma;-lyase']	[]	[]	[]	['|MONOMER-284|']	[]	[]	[]	[]	[]
|MONOMER-13094|	Q59934	['|TAX-1309|']	[]	['Pfl', 'Protein', 'a protein', 'pyruvate formate-lyase subunit']	['|G-9974|']	[]	['|CPLX-7361|']	[]	[]	[]	[]	[]	[]
|CPLX-9227|		['|ORG-5993|']	['|ENZRXNQT-6859|']	['Protein', 'a protein', 'phosphatidylserine decarboxylase 2']	[]	[]	[]	['|MONOMER-20230|', '|MONOMER-20231|']	[]	[]	[]	[]	[]
|MONOMER-14369|	Q5P8T2	['|TAX-76114|']	[]	['PchF', 'Protein', 'p-ethylphenol methylhydroxylase subunit 2', 'a protein']	['|G-10959|']	[]	['|CPLX-7692|']	[]	[]	[]	[]	[]	[]
|CPLX-7036|		['|TAX-907|']	['|ENZRXN-12442|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-11937|']	[]	[]	[]	[]	[]
|HS06258-MONOMER|	Q13822	['|TAX-9606|']	['|ENZRXN-27098|', '|ENZRXN-27096|', '|ENZRXN-24845|', '|ENZRXN-24844|', '|ENZRXN-24843|', '|ENZRXN-27088|']	['alkylglycerophosphoethanolamine phosphodiesterase', 'lysoPLD', 'extracellular lysophospholipase D', 'ectonucleotide pyrophosphatase/phosphodiesterase family member 2', 'Protein', 'a protein', 'E-NPP 2', 'autotaxin', 'lysophospholipase D', '2-lysophospholipase D']	['|HS06258|']	[]	[]	[]	['|GO:0016787|', '|GO:0009117|', '|GO:0008134|', '|GO:0007186|', '|GO:0006935|', '|GO:0006928|', '|GO:0006796|', '|GO:0005887|', '|GO:0005886|', '|GO:0004551|', '|GO:0004528|', '|GO:0004519|', '|GO:0003676|']	[]	[]	[]	[]
|CPLX0-3681|		['|TAX-511145|']	['|ENZRXN0-5762|']	['Protein', 'a protein']	[]	[]	[]	['|EG10838-MONOMER|']	[]	[]	[]	[]	[]
|ENSG00000172318-MONOMER|	Q9Y5Z6	['|TAX-9606|']	['|ENZRXN-25328|', '|ENZRXN-25304|']	['Protein', 'a protein', '&beta;3GalT1', 'UDP-galactose:&beta;-<i>N</i>-acetyl-glucosamine &beta;-1,3-galactosyltransferase 1', '<i>N</i>-acetyl-&beta;-D-glucosaminide &beta;-(1,3)-galactosyltransferase 1', '&beta;-1,3-GalTase 1']	['|HS10487|']	[]	[]	[]	['|GO:0030259|', '|GO:0016757|', '|GO:0016021|', '|GO:0008499|', '|GO:0006486|', '|GO:0005794|']	[]	[]	[]	[]
|CPLX-7465|		['|TAX-301|']	['|ENZRXN-14183|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-13320|']	[]	[]	[]	[]	[]
|AT1G17170-MONOMER|	Q9SHH6	['|ORG-5993|']	[]	['Protein', 'glutathione S-transferase U24 monomer', 'a protein']	['|AT1G17170|']	[]	['|CPLX-9413|']	[]	[]	[]	[]	[]	[]
|CPLX3O-10520|		['|TAX-4932|']	['|ENZRXN-21546|']	['S-adenosylmethionine decarboxylase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER3O-32361|', '|MONOMER3O-32362|']	['|GO:0016831|', '|GO:0016829|', '|GO:0015940|', '|GO:0008295|', '|GO:0006597|', '|GO:0006596|', '|GO:0006557|', '|GO:0005829|', '|GO:0004014|']	[]	[]	[]	[]
|MONOMER-19396|	D1H0I7	['|TAX-691266|']	[]	['Protein', 'a protein', 'dTDP-3-amino-3,6-dideoxy-&alpha;-<small>D</small>-galactopyranose <em>N</em>,<em>N</em>-dimethyltransferase monomer']	['|G-44103|']	[]	['|CPLX-9007|']	[]	[]	[]	[]	[]	[]
|CPLX-7887|		['|TAX-2190|']	['|ENZRXN-16776|']	['Sep-tRNA:Cys-tRNA synthase', 'SepCysS', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-14997|']	[]	[]	[]	[]	[]
|SYNPCC7942_2316-MONOMER|	P0A2Z8	['|TAX-1140|']	[]	['ATP synthase F<sub>1</sub>, &epsilon; subunit', 'Protein', 'a protein', 'AtpC']	['|SYNPCC7942_2316|']	[]	['|CPLX490-85|']	[]	[]	[]	[]	[]	[]
|F16B-CPLX|		['|TAX-511145|']	['|F16BDEPHOS-ENZRXN|']	['Protein', 'fructose-1,6-bisphosphatase 1', 'a protein']	[]	[]	[]	['|F16B-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-17348|	A5KI48	['|TAX-407148|']	[]	['SpeA', 'arginine decarboxylase (biosynthetic) subunit', 'Protein', 'a protein']	['|G-15131|']	[]	['|CPLX-8472|']	[]	[]	[]	[]	[]	[]
|CPLX-8333|		['|TAX-300852|']	[]	['MoaC dimer', 'Protein', 'a protein']	[]	[]	['|CPLX-8334|']	['|MONOMER-16769|']	[]	[]	[]	[]	[]
|MONOMER-16069|	Q9I2A0	['|TAX-208964|']	[]	['LiuE', 'hydroxymethylglutaryl-CoA lyase subunit', 'Protein', 'a protein']	['|G-12374|']	[]	['|CPLX-8199|']	[]	[]	[]	[]	[]	[]
|CPLX-1564|		['|TAX-4530|']	['|ENZRXN-1867|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-1762|']	[]	[]	[]	[]	[]
|G1G01-2971-MONOMER|	Q88J58	['|TAX-160488|']	[]	['Protein', 'LvaA', 'a protein']	['|G1G01-2971|']	[]	['|CPLX-9267|']	[]	[]	[]	[]	[]	[]
|CPLX-8784|		['|TAX-6252|']	['|ENZRXN-22293|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-18335|']	['|GO:0005759|']	[]	[]	[]	[]
|MONOMER-13551|	Q52725	['|TAX-36822|']	[]	['TrzA', '<i>s</i>-triazine hydrolase subunit', 'Protein', 'a protein']	['|G-10322|']	[]	['|CPLX-7532|']	[]	[]	[]	[]	[]	[]
|CPLX-441|		['|TAX-2210|']	['|ENZRXN-481|']	['Protein', 'a protein']	[]	[]	[]	['|ACKMSARC-MONOMER|']	[]	[]	[]	[]	[]
|AT4G37830-MONOMER|	Q9SZT8	['|ORG-5993|']	[]	['complex IV subunit 6a', 'Protein', 'a protein']	['|AT4G37830|']	[]	['|CPLX-5323|']	[]	[]	[]	[]	[]	[]
|CPLX-9210|		['|TAX-339|']	['|ENZRXN-25579|']	['3-alkyl-4-alkyloxetan-2-one decarboxylase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-20174|']	[]	[]	[]	[]	[]
|YICE-MONOMER|	P0AGM9	['|TAX-511145|']	['|ENZRXN0-6181|']	['YicE', 'Protein', 'a protein', 'xanthine NCS2 transporter', 'XanP']	['|EG11194|']	[]	[]	[]	['|GO:0022857|', '|GO:0016021|', '|GO:0016020|', '|GO:0005886|', '|GO:0055085|', '|GO:0042906|', '|GO:0042907|', '|GO:0005887|']	[]	[]	[]	[]
|CPLX-7021|		['|TAX-189518|']	['|ENZRXN-12402|', '|ENZRXN-12401|']	['Protein', 'a protein', '&beta;-isopropylmalate dehydrogenase']	[]	[]	[]	['|MONOMER-11898|']	[]	[]	[]	[]	[]
|MONOMER-6185|		['|TAX-3847|']	['|ENZRXN-6345|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX0-3281|		['|TAX-511145|']	['|ENZRXN0-4961|']	['ribonuclease 3', 'ribonuuclease III', 'RNase III', 'Protein', 'a protein']	[]	[]	[]	['|EG10857-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-18751|	D4GU70	['|TAX-2246|']	['|ENZRXN-22935|']	['Protein', 'a protein']	['|G-27219|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-745|		['|TAX-59405|']	['|ENZRXN-985|']	['(<i>E</i>)-2-benzylidenesuccinyl-CoA hydratase', '2-carboxymethyl-3-hydroxyphenylpropanoyl-CoA dehydratase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-688|']	[]	[]	[]	[]	[]
|MONOMER-19807|	Q768T2	['|TAX-235467|']	[]	['Protein', 'PrmD', 'a protein', 'propane 2-monooxygenase coupling protein component']	['|G-44518|']	[]	['|CPLX-9093|']	[]	[]	[]	[]	[]	[]
|CPLX1YI0-71|		['|TAX-84588|']	[]	['Protein', 'a protein', 'D1/D2 reaction center complex']	[]	[]	['|CPLX1YI0-75|']	['|TX72_RS03300-MONOMER|', '|TX72_RS07385-MONOMER|']	[]	[]	[]	[]	[]
|EG12357-MONOMER|	P38135	['|TAX-511145|']	['|ENZRXN0-2570|', '|ENZRXN0-8175|', '|ENZRXN0-8178|', '|ENZRXN0-8179|', '|ENZRXN0-8298|']	['short chain acyl-CoA synthetase', 'YdiD', 'Protein', 'a protein', 'FadK']	['|EG12357|']	[]	[]	[]	['|GO:0006635|', '|GO:0005886|', '|GO:0005829|', '|GO:0031956|', '|GO:0016874|', '|GO:0006631|', '|GO:0006629|', '|GO:0003824|', '|GO:0019395|', '|GO:0016020|', '|GO:0005524|', '|GO:0000166|']	[]	[]	[]	[]
|CPLX-7862|		['|TAX-9606|']	['|ENZRXN66-1902|']	['Protein', '(ADP-forming) succinyl-CoA ligase', 'a protein']	[]	[]	[]	['|ENSG00000136143-MONOMER|', '|HS08877-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-11777|	O24133	['|TAX-4097|']	[]	['magnesium chelatase subunit D', 'Protein', 'a protein']	['|G-9148|']	[]	['|CPLX-6983|']	[]	[]	[]	[]	[]	[]
|DUTP-PYROP-CPLX|		['|TAX-511145|']	['|DUTP-PYROP-ENZRXN|']	['dUTP diphosphatase', 'Protein', 'a protein']	[]	[]	[]	['|DUTP-PYROP-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-2185|	Q96466	['|TAX-4513|']	[]	['sucrose:fructan 6-fructosyltransferase subunit', 'Protein', 'a protein']	['|G-1544|']	[]	[]	[]	[]	['|MONOMER-13714|', '|MONOMER-13713|']	[]	[]	[]
|CPLX-8304|		['|ORG-5993|']	['|ENZRXN-19281|']	['cyanate hydrolase', 'cyanate lyase', 'cyanase', 'Protein', 'a protein']	[]	[]	[]	['|AT3G23490-MONOMER|']	['|GO:0005829|']	[]	[]	[]	[]
|G6969-MONOMER|	P0ACY3	['|TAX-511145|']	['|ENZRXN0-6515|']	['protein kinase YeaG', 'YeaG', 'Protein', 'a protein']	['|G6969|']	[]	[]	[]	['|GO:0006995|', '|GO:0006468|', '|GO:0005829|', '|GO:0004672|']	[]	[]	[]	[]
|CPLX-1521|		['|ORG-5891|']	['|ENZRXN-2142|', '|ENZRXN-2081|']	['Protein', 'a protein']	[]	[]	[]	['|TSADCOTE-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-19137|	Q9AH10	['|ORG-6273|']	['|ENZRXN-23531|', '|ENZRXN-23530|']	['Protein', 'NpdC', 'a protein']	['|G-43867|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8768|		['|TAX-6253|']	['|ENZRXN-22250|']	['NAD<sup>+</sup>-dependent malic enzyme, mitochondrial', 'Protein', 'a protein', '(<i>S</i>)-malate:NAD<sup>+</sup> oxidoreductase (oxaloacetate-decarboxylating)']	[]	[]	[]	['|MONOMER-18298|']	['|GO:0005759|']	[]	[]	[]	[]
|BSU24270-MONOMER|	P54523	['|TAX-224308|']	['|ENZRXN8J2-1009|']	['YqiE', '1-deoxyxylulose-5-phosphate synthase', 'Protein', 'a protein', 'Dxs']	['|BSU24270|']	[]	[]	[]	['|GO:0016740|', '|GO:0016114|', '|GO:0009228|', '|GO:0008661|', '|GO:0008299|', '|GO:0008152|', '|GO:0003824|']	[]	[]	[]	[]
|CPLX-4223|		['|TAX-1272|']	['|ENZRXN-6245|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-6085|']	[]	[]	[]	[]	[]
|HS12087-MONOMER|	Q08J23	['|TAX-9606|']	['|ENZRXN-18376|']	['tRNA (cytosine<sup>34</sup>-C<sup>5</sup>)-methyltransferase', 'hTrm4', 'tRNA (cytosine-5-)-methyltransferase NSUN2', 'Protein', 'a protein', 'NOL1/NOP2/Sun domain family member 2']	['|HS12087|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-9189|		['|TAX-768066|']	['|ENZRXN-3122|']	['diaminobutanoate acetyltransferase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-802|']	[]	[]	[]	[]	[]
|MONOMER-9181|		['|TAX-3888|']	['|ENZRXN-9341|']	['cytosolic triose phosphate isomerase', 'D-glyceraldehyde-3-phosphate ketol isomerase', 'Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-7003|		['|TAX-77912|']	['|ENZRXN-12272|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-11831|']	[]	[]	[]	[]	[]
|G12WB-2962-MONOMER|	Q183P1	['|TAX-1496|']	['|ENZRXN12WB-1486|']	['preQ1 tRNA-ribosyltransferase', 'Protein', 'Tgt', 'a protein']	['|G12WB-2962|']	[]	[]	[]	['|GO:0101030|', '|GO:0046872|', '|GO:0016763|', '|GO:0016757|', '|GO:0016740|', '|GO:0008616|', '|GO:0008479|', '|GO:0008033|', '|GO:0006400|']	[]	[]	[]	[]
|CPLX0-3041|		['|TAX-511145|']	['|ENZRXN0-4421|']	['peptidase T', 'tripeptide aminopeptidase', 'aminotripeptidase', 'Protein', 'a protein']	[]	[]	[]	['|EG11549-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-14929|	A6N7G2	['|TAX-45610|']	['|ENZRXN-16672|']	['acyl-[acyl-carrier-protein] 9-desaturase', 'Protein', 'a protein', '&Delta;9-fatty acid desaturase']	['|G-11379|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-7435|		['|TAX-1063|']	['|ENZRXN-24557|', '|ENZRXN-14125|', '|ENZRXN-14124|']	['chlorophyllide <i>a</i> reductase', 'Protein', 'a protein']	[]	[]	[]	['|CPLX-7434|', '|CPLX-9068|']	[]	[]	[]	[]	[]
|AT3G14440-MONOMER|	Q9LRR7	['|ORG-5993|']	['|ENZRXN1F-59|']	['Protein', 'a protein']	['|AT3G14440|']	[]	[]	[]	['|GO:0009507|']	[]	[]	[]	[]
|CPLX1G01-179|		['|TAX-160488|']	['|ENZRXN1G01-4573|']	['Protein', 'glutarate dioxygenase', 'a protein']	[]	[]	[]	['|G1G01-3088-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-12368|		['|TAX-920|']	[]	['sulfite dehydrogenase &gamma; subunit', 'Protein', 'a protein']	[]	[]	['|CPLX-7140|']	[]	[]	[]	[]	[]	[]
|CPLX-7841|		['|TAX-9606|']	['|ENZRXN66-2161|']	['Protein', 'a protein', 'diphosphomevalonate decarboxylase']	[]	[]	[]	['|ENSG00000167508-MONOMER|']	[]	[]	[]	[]	[]
|AIRS-MONOMER|	P08178	['|TAX-511145|']	[]	['phosphoribosylformylglycinamide cyclo-ligase', 'PurM', 'PurI', 'PurG', 'Protein', 'a protein']	['|EG10798|']	[]	['|AIRS-CPLX|']	[]	['|GO:0046084|', '|GO:0004637|', '|GO:0016874|', '|GO:0006189|', '|GO:0005829|', '|GO:0042803|', '|GO:0005524|', '|GO:0000166|', '|GO:0004641|', '|GO:0006164|', '|GO:0005737|']	[]	[]	[]	[]
|DEOD-CPLX|		['|TAX-511145|']	['|GUANPHOSPHOR-ENZRXN|', '|PNP-ENZRXN|', '|DEOXYGUANPHOSPHOR-ENZRXN|', '|INOPHOSPHOR-ENZRXN|', '|DEOXYINOPHOSPHOR-ENZRXN|', '|ADENPHOSPHOR-ENZRXN|', '|DEOXYADENPHOSPHOR-ENZRXN|']	['Protein', 'a protein', 'purine nucleoside phosphorylase']	[]	[]	[]	['|DEOD-MONOMER|']	['|GO:0005829|']	[]	[]	[]	[]
|MONOMER-17780|	Q6PSL5	['|TAX-3055|']	['|ENZRXN-21058|']	['hydrogenase maturase', 'iron hydrogenase assembly protein', 'Protein', 'a protein', 'Fe-hydrogenase assembly protein']	['|G-15454|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8286|		['|TAX-98227|']	['|ENZRXN-19084|']	['Protein', 'xylan 1,3-&beta;-xylosidase', 'a protein']	[]	[]	[]	['|MONOMER-16529|']	['|GO:0005829|']	[]	[]	[]	[]
|MONOMER-4402|		['|TAX-4513|']	['|ENZRXN-4542|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-1403|		['|ORG-5993|']	['|ENZRXN-1746|']	['MLS', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-1602|']	['|GO:0009514|']	[]	[]	[]	[]
|MONOMER-15458|	Q93Q23	['|TAX-1280|']	['|ENZRXN-17551|', '|ENZRXN-17550|']	['Mgt', 'Protein', 'monofunctional peptidoglycan glycosyltransferase', 'a protein']	['|G-11842|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8751|		['|TAX-9606|']	['|ENZRXN66-2375|']	['testis-specific glyceraldehyde-3-phosphate dehydrogenase', 'Protein', 'a protein']	[]	[]	[]	['|HS02793-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-14039|	Q9FSC0	['|TAX-37565|']	['|ENZRXN-15077|']	['Protein', 'a protein']	['|G-10726|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-4081|		['|TAX-1912|']	['|ENZRXN-5784|']	['GDP-glucose trehalose-6-phosphate synthase', 'guanosine diphosphate D-glucose:D-glucose-6-phosphate 1-glucosyl transferase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-5601|']	[]	[]	[]	[]	[]
|MONOMER-20202|	O24738	['|TAX-1961|']	['|ENZRXN-25623|', '|ENZRXN-25619|']	['Protein', '2-oxo-3-(phosphooxy)propyl 3-oxoalkanoate synthase', 'a protein', 'BarX']	['|G-55094|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-9168|		['|TAX-1280|']	['|ENZRXN-25426|', '|ENZRXN-25425|']	['heme oxygenase (staphylobilin-producing) 1', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-20094|']	[]	[]	[]	[]	[]
|MONOMER-11087|	Q9ANX3	['|TAX-292|']	[]	['toluene <i>ortho</i>-monooxygenase TomA2 subunit', 'Protein', 'a protein']	['|G-8607|']	[]	['|CPLX-6483|']	[]	[]	[]	[]	[]	[]
|CPLX-6984|		['|TAX-4513|']	['|ENZRXN-12198|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-11780|']	[]	[]	[]	[]	[]
|MONOMER-18203|	Q9L546	['|TAX-33899|']	[]	['AknG', 'Protein', 'aklanonic acid methyltransferase monomer', 'a protein']	['|G-17713|']	[]	['|CPLX-8741|']	[]	[]	[]	[]	[]	[]
|CPLX0-252|		['|TAX-511145|']	['|3-OXOACYL-ACP-COA-SYNTHIII-ENZRXN|', '|ACP-S-ACETYLTRANSFER-ENZRXN|']	['&beta;-ketoacyl-[acyl carrier protein] synthase III', 'Protein', 'KASIII', 'a protein']	[]	[]	[]	['|FABH-MONOMER|']	[]	[]	[]	[]	[]
|AT5G38430-MONOMER|	P10796	['|ORG-5993|']	[]	['RbcS1B', 'ribulose bisphosphate carboxylase small chain 1B', 'Protein', 'a protein', 'RubisCO small subunit 1B']	['|AT5G38430|']	[]	['|CPLX-805|']	[]	[]	[]	[]	[]	[]
|CPLX-7417|		['|TAX-90371|']	['|ENZRXN-26132|', '|ENZRXN-26129|', '|ENZRXN-14067|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-13214|']	[]	[]	[]	[]	[]
|HOXGALCA-MONOMER|	P31891	['|TAX-106590|']	[]	['membrane-bound hydrogenase large subunit', 'hydrogenase large subunit', 'Protein', 'a protein', 'HoxG', 'MBH large subunit']	['|G-311|']	[]	['|CPLX-841|']	[]	['|GO:0005886|']	[]	[]	[]	[]
|CPLX185E-40|		['|TAX-83332|']	['|ENZRXN-21811|']	['CysO-thiocarboxylate-dependent cysteine synthase', 'Protein', 'a protein']	[]	[]	[]	['|G185E-5515-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-17048|		['|TAX-3039|']	[]	['malate synthase monomer', 'Protein', 'a protein']	[]	[]	['|CPLX-8410|']	[]	[]	[]	[]	[]	[]
|CPLX-7824|		['|TAX-72586|']	['|ENZRXN-16356|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-14752|']	[]	[]	[]	[]	[]
|NIFDKLEB-MONOMER|	P00466	['|TAX-573|']	[]	['[FeMo]-nitrogenase complex dinitrogenase component &alpha; subunit', 'Protein', 'NifD', 'a protein']	['|G-368|']	[]	['|CPLX-524|']	[]	[]	[]	[]	[]	[]
|CPLXQT-7|		['|TAX-3702|']	['|ENZRXN-10997|']	['Protein', 'a protein', 'acetyl-CoA carboxyltransferase']	[]	[]	['|CPLX-6282|']	['|ATCG00500-MONOMER|', '|AT2G38040-MONOMER|']	[]	[]	[]	[]	[]
|MONOMER-14525|	Q61419	['|TAX-10090|']	[]	['Protein', 'a protein']	['|G-11095|']	[]	['|CPLX-7746|']	[]	['|GO:0005829|']	[]	[]	[]	[]
|CPLX-8262|		['|TAX-2246|']	['|ENZRXN-18901|']	['Protein', 'a protein']	[]	[]	[]	['|MONOMER-16374|']	[]	[]	[]	[]	[]
|MONOMER-20610|		['|TAX-1503|']	[]	['glycine reductase system component B proprotein GrdE', 'Protein', 'GrdE', 'a protein']	['|G-58763|']	[]	[]	[]	[]	['|MONOMER-20608|', '|MONOMER-20607|']	[]	[]	[]
|CPLX-1326|		['|ORG-5993|']	['|ENZRXN-1646|']	['OAS-TL C', 'cysteine synthase C', 'cysteine synthase (mitochondrial)', 'Protein', 'a protein']	[]	[]	[]	['|AT3G59760-MONOMER|']	['|GO:0005739|']	[]	[]	[]	[]
|MONOMER-19521|		['|ORG-6286|']	['|ENZRXN-24211|']	['sulfoquinovose 1-dehydrogenase', 'Protein', 'a protein']	['|G-44226|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-8727|		['|TAX-265072|']	['|ENZRXN-22051|', '|ENZRXN-22050|']	['sucrose-phosphate synthase/phosphatase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-18166|']	[]	[]	[]	[]	[]
|MONOMER-1290|	O32028	['|TAX-1423|']	['|ENZRXN-1453|', '|ENZRXN-1454|']	['MtnN', "5'-methylthioadenosine/S-adenosylhomocysteine hydrolase", 'YrrU', 'MTA/SAH nucleosidase', 'MTAN', 'Protein', 'a protein', 'Pfs']	['|G-825|']	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-3903|		['|TAX-2336|']	['|ENZRXN-5203|']	['I-1-Pase', 'Protein', 'a protein']	[]	[]	[]	['|MONOMER-5063|']	[]	[]	[]	[]	[]
|MONOMER-17488|		['|TAX-13447|']	['|ENZRXN-20598|']	['Protein', 'a protein']	[]	[]	[]	[]	[]	[]	[]	[]	[]
|CPLX-9150|		['|TAX-655816|']	['|ENZRXN-25107|']	['Protein', 'a protein', 'teichoic acid ABC transporter']	[]	[]	[]	['|MONOMER-20000|', '|MONOMER-19999|']	[]	[]	[]	[]	[]
|HS04183-MONOMER|	P07339	['|TAX-9606|']	['|ENZRXN-16572|', '|ENZRXN-16567|']	['cathepsin D', 'Protein', 'a protein']	['|HS04183|']	[]	[]	[]	[]	[]	[]	[]	[]
